,Top1_Acc_Epoch/train_phase/train_stream/Task000,Loss_Epoch/train_phase/train_stream/Task000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp000,Loss_Exp/eval_phase/test_stream/Task000/Exp000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp001,Loss_Exp/eval_phase/test_stream/Task000/Exp001,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp002,Loss_Exp/eval_phase/test_stream/Task000/Exp002,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp003,Loss_Exp/eval_phase/test_stream/Task000/Exp003,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp004,Loss_Exp/eval_phase/test_stream/Task000/Exp004,Top1_Acc_Stream/eval_phase/test_stream/Task000,Loss_Stream/eval_phase/test_stream/Task000
0,0.9588667712893367,0.1446432566892242,0.8816216216216216,0.403281252761749,0.9238578680203046,0.29542866726047057,0.9257932446264073,0.26016853871005097,0.8821198613174839,0.36654892770472935,0.9606965174129353,0.11127665860819357,0.9154,0.28583619330404325
